תאריך,שער,נפח,,,,
11.02.2021,0.2226,,,,,
10.02.2021,0.2216,,,,,
09.02.2021,0.2223,,,,,
08.02.2021,0.2231,,,,,
05.02.2021,0.2212,,,,,
04.02.2021,0.2221,,,,,
03.02.2021,0.2219,,,,,
02.02.2021,0.2216,,,,,
01.02.2021,0.222,,,,,
29.01.2021,0.2223,,,,,
28.01.2021,0.2218,,,,,
27.01.2021,0.2235,,,,,
26.01.2021,0.2229,,,,,
25.01.2021,0.2231,,,,,
22.01.2021,0.2232,,,,,
21.01.2021,0.2221,,,,,
20.01.2021,0.2239,,,,,
19.01.2021,0.2251,,,,,
18.01.2021,0.2274,,,,,
15.01.2021,0.2249,,,,,
14.01.2021,0.2291,,,,,
13.01.2021,0.234,,,,,
12.01.2021,0.2318,,,,,
11.01.2021,0.2331,,,,,
08.01.2021,0.2311,,,,,
07.01.2021,0.2315,,,,,
06.01.2021,0.2305,,,,,
05.01.2021,0.229,,,,,
04.01.2021,0.2293,,,,,
01.01.2021,0.2274,,,,,
31.12.2020,0.2273,,,,,
30.12.2020,0.2281,,,,,
29.12.2020,0.2299,,,,,
28.12.2020,0.2306,,,,,
25.12.2020,0.2292,,,,,
24.12.2020,0.2294,,,,,
23.12.2020,0.2301,,,,,
22.12.2020,0.2315,,,,,
21.12.2020,0.2283,,,,,
18.12.2020,0.2282,,,,,
17.12.2020,0.2268,,,,,
16.12.2020,0.2274,,,,,
15.12.2020,0.2281,,,,,
14.12.2020,0.23,,,,,
11.12.2020,0.2319,,,,,
10.12.2020,0.231,,,,,
09.12.2020,0.2291,,,,,
08.12.2020,0.2295,,,,,
07.12.2020,0.2295,,,,,
04.12.2020,0.2273,,,,,
03.12.2020,0.2275,,,,,
02.12.2020,0.2277,,,,,
01.12.2020,0.2266,,,,,
30.11.2020,0.2269,,,,,
27.11.2020,0.2262,,,,,
26.11.2020,0.2252,,,,,
25.11.2020,0.2249,,,,,
24.11.2020,0.2242,,,,,
23.11.2020,0.2241,,,,,
20.11.2020,0.2252,,,,,
19.11.2020,0.2251,,,,,
18.11.2020,0.2248,,,,,
17.11.2020,0.225,,,,,
16.11.2020,0.225,,,,,
13.11.2020,0.225,,,,,
12.11.2020,0.226,,,,,
11.11.2020,0.2238,,,,,
10.11.2020,0.2227,,,,,
09.11.2020,0.2254,,,,,
06.11.2020,0.2251,,,,,
05.11.2020,0.2249,,,,,
04.11.2020,0.2267,,,,,
03.11.2020,0.2241,,,,,
02.11.2020,0.2268,,,,,
30.10.2020,0.2267,,,,,
29.10.2020,0.2261,,,,,
28.10.2020,0.2258,,,,,
27.10.2020,0.2265,,,,,
26.10.2020,0.2262,,,,,
23.10.2020,0.2271,,,,,
22.10.2020,0.2258,,,,,
21.10.2020,0.2251,,,,,
20.10.2020,0.2283,,,,,
19.10.2020,0.228,,,,,
16.10.2020,0.2291,,,,,
15.10.2020,0.2283,,,,,
14.10.2020,0.2273,,,,,
13.10.2020,0.2278,,,,,
12.10.2020,0.2256,,,,,
09.10.2020,0.2268,,,,,
08.10.2020,0.2278,,,,,
07.10.2020,0.2272,,,,,
06.10.2020,0.2268,,,,,
05.10.2020,0.226,,,,,
02.10.2020,0.225,,,,,
01.10.2020,0.2263,,,,,
30.09.2020,0.2259,,,,,
29.09.2020,0.2254,,,,,
28.09.2020,0.2247,,,,,
25.09.2020,0.2253,,,,,
24.09.2020,0.2254,,,,,
23.09.2020,0.2268,,,,,
22.09.2020,0.2286,,,,,
21.09.2020,0.2257,,,,,
18.09.2020,0.2264,,,,,
17.09.2020,0.2249,,,,,
16.09.2020,0.2254,,,,,
15.09.2020,0.2264,,,,,
14.09.2020,0.2263,,,,,
11.09.2020,0.2256,,,,,
10.09.2020,0.228,,,,,
09.09.2020,0.2263,,,,,
08.09.2020,0.2269,,,,,
07.09.2020,0.2245,,,,,
04.09.2020,0.2234,,,,,
03.09.2020,0.2236,,,,,
02.09.2020,0.2225,,,,,
01.09.2020,0.2219,,,,,
31.08.2020,0.2229,,,,,
28.08.2020,0.2228,,,,,
27.08.2020,0.2245,,,,,
26.08.2020,0.2226,,,,,
25.08.2020,0.2235,,,,,
24.08.2020,0.2249,,,,,
21.08.2020,0.2244,,,,,
20.08.2020,0.2224,,,,,
19.08.2020,0.2241,,,,,
18.08.2020,0.222,,,,,
17.08.2020,0.2241,,,,,
14.08.2020,0.2244,,,,,
13.08.2020,0.2247,,,,,
12.08.2020,0.2249,,,,,
11.08.2020,0.2243,,,,,
10.08.2020,0.2243,,,,,
07.08.2020,0.2245,,,,,
06.08.2020,0.2234,,,,,
05.08.2020,0.2238,,,,,
04.08.2020,0.2239,,,,,
03.08.2020,0.2243,,,,,
31.07.2020,0.2243,,,,,
30.07.2020,0.2241,,,,,
29.07.2020,0.226,,,,,
28.07.2020,0.2265,,,,,
27.07.2020,0.2272,,,,,
24.07.2020,0.229,,,,,
23.07.2020,0.2297,,,,,
22.07.2020,0.2292,,,,,
21.07.2020,0.2297,,,,,
20.07.2020,0.2305,,,,,
17.07.2020,0.2318,,,,,
16.07.2020,0.231,,,,,
15.07.2020,0.2317,,,,,
14.07.2020,0.2315,,,,,
13.07.2020,0.2308,,,,,
10.07.2020,0.2289,,,,,
09.07.2020,0.2296,,,,,
08.07.2020,0.2296,,,,,
07.07.2020,0.231,,,,,
06.07.2020,0.2314,,,,,
03.07.2020,0.2329,,,,,
02.07.2020,0.2329,,,,,
01.07.2020,0.2321,,,,,
30.06.2020,0.2326,,,,,
29.06.2020,0.2355,,,,,
